32,40960
33,42240
34,43520
35,44800
36,46080
37,47360
38,48640
39,49920
40,51200
41,52480
42,53760
43,55040
44,56320
45,57600
46,58880
47,60160
48,61440
49,62720
50,64000
51,65280
52,66560
53,67840
54,69120
55,70400
56,71680
57,72960
58,74240
59,75520
60,76800
61,78080
62,79360
63,80640
64,81920
65,52000
66,52800
67,53600
68,54400
69,55200
70,56000
71,56800
72,57600
73,58400
74,59200
75,60000
76,60800
77,61600
78,62400
79,63200
80,64000
81,64800
82,65600
83,66400
84,67200
85,68000
86,68800
87,69600
88,70400
89,71200
90,72000
91,72800
92,73600
93,74400
94,75200
95,76000
96,76800
97,62080
98,62720
99,63360
100,64000
101,64640
102,65280
103,65920
104,66560
105,67200
106,67840
107,68480
108,69120
109,69760
110,70400
111,71040
112,71680
113,72320
114,72960
115,73600
116,74240
117,74880
118,75520
119,76160
120,76800
121,77440
122,78080
123,78720
124,79360
125,80000
126,80640
127,81280
128,81920
129,61920
130,62400
131,62880
132,63360
133,63840
134,64320
135,64800
136,65280
137,65760
138,66240
139,66720
140,67200
141,67680
142,68160
143,68640
144,69120
145,69600
146,70080
147,70560
148,71040
149,71520
150,72000
151,72480
152,72960
153,73440
154,73920
155,74400
156,74880
157,75360
158,75840
159,76320
160,76800
161,64400
162,64800
163,65200
164,65600
165,66000
166,66400
167,66800
168,67200
169,67600
170,68000
171,68400
172,68800
173,69200
174,69600
175,70000
176,70400
177,70800
178,71200
179,71600
180,72000
181,72400
182,72800
183,73200
184,73600
185,74000
186,74400
187,74800
188,75200
189,75600
190,76000
191,76400
192,76800
193,61760
194,62080
195,62400
196,62720
197,63040
198,63360
199,63680
200,64000
201,64320
202,64640
203,64960
204,65280
205,65600
206,65920
207,66240
208,66560
209,66880
210,67200
211,67520
212,67840
213,68160
214,68480
215,68800
216,69120
217,69440
218,69760
219,70080
220,70400
221,70720
222,71040
223,71360
224,71680
225,72000
226,72320
227,72640
228,72960
229,73280
230,73600
231,73920
232,74240
233,74560
234,74880
235,75200
236,75520
237,75840
238,76160
239,76480
240,76800
241,77120
242,77440
243,77760
244,78080
245,78400
246,78720
247,79040
248,79360
249,79680
250,80000
251,80320
252,80640
253,80960
254,81280
255,81600
256,81920
257,61680
258,61920
259,62160
260,62400
261,62640
262,62880
263,63120
264,63360
265,63600
266,63840
267,64080
268,64320
269,64560
270,64800
271,65040
272,65280
273,65520
274,65760
275,66000
276,66240
277,66480
278,66720
279,66960
280,67200
281,67440
282,67680
283,67920
284,68160
285,68400
286,68640
287,68880
288,69120
289,69360
290,69600
291,69840
292,70080
293,70320
294,70560
295,70800
296,71040
297,71280
298,71520
299,71760
300,72000
301,72240
302,72480
303,72720
304,72960
305,73200
306,73440
307,73680
308,73920
309,74160
310,74400
311,74640
312,74880
313,75120
314,75360
315,75600
316,75840
317,76080
318,76320
319,76560
320,76800
321,51360
322,51520
323,51680
324,51840
325,52000
326,52160
327,52320
328,52480
329,52640
330,52800
331,52960
332,53120
333,53280
334,53440
335,53600
336,53760
337,53920
338,54080
339,54240
340,54400
341,54560
342,54720
343,54880
344,55040
345,55200
346,55360
347,55520
348,55680
349,55840
350,56000
351,56160
352,56320
353,56480
354,56640
355,56800
356,56960
357,57120
358,57280
359,57440
360,57600
361,57760
362,57920
363,58080
364,58240
365,58400
366,58560
367,58720
368,58880
369,59040
370,59200
371,59360
372,59520
373,59680
374,59840
375,60000
376,60160
377,60320
378,60480
379,60640
380,60800
381,60960
382,61120
383,61280
384,61440
385,61600
386,61760
387,61920
388,62080
389,62240
390,62400
391,62560
392,62720
393,62880
394,63040
395,63200
396,63360
397,63520
398,63680
399,63840
400,64000
401,64160
402,64320
403,64480
404,64640
405,64800
406,64960
407,65120
408,65280
409,65440
410,65600
411,65760
412,65920
413,66080
414,66240
415,66400
416,66560
417,66720
418,66880
419,67040
420,67200
421,67360
422,67520
423,67680
424,67840
425,68000
426,68160
427,68320
428,68480
429,68640
430,68800
431,68960
432,69120
433,69280
434,69440
435,69600
436,69760
437,69920
438,70080
439,70240
440,70400
441,70560
442,70720
443,70880
444,71040
445,71200
446,71360
447,71520
448,71680
449,71840
450,72000
451,72160
452,72320
453,72480
454,72640
455,72800
456,72960
457,73120
458,73280
459,73440
460,73600
461,73760
462,73920
463,74080
464,74240
465,74400
466,74560
467,74720
468,74880
469,75040
470,75200
471,75360
472,75520
473,75680
474,75840
475,76000
476,76160
477,76320
478,76480
479,76640
480,76800
481,76960
482,77120
483,77280
484,77440
485,77600
486,77760
487,77920
488,78080
489,78240
490,78400
491,78560
492,78720
493,78880
494,79040
495,79200
496,79360
497,79520
498,79680
499,79840
500,80000
501,80160
502,80320
503,80480
504,80640
505,80800
506,80960
507,81120
508,81280
509,81440
510,81600
511,81760
512,81920
513,41040
514,41120
515,41200
516,41280
517,41360
518,41440
519,41520
520,41600
521,41680
522,41760
523,41840
524,41920
525,42000
526,42080
527,42160
528,42240
529,42320
530,42400
531,42480
532,42560
533,42640
534,42720
535,42800
536,42880
537,42960
538,43040
539,43120
540,43200
541,43280
542,43360
543,43440
544,43520
545,43600
546,43680
547,43760
548,43840
549,43920
550,44000
551,44080
552,44160
553,44240
554,44320
555,44400
556,44480
557,44560
558,44640
559,44720
560,44800
561,44880
562,44960
563,45040
564,45120
565,45200
566,45280
567,45360
568,45440
569,45520
570,45600
571,45680
572,45760
573,45840
574,45920
575,46000
576,46080
577,46160
578,46240
579,46320
580,46400
581,46480
582,46560
583,46640
584,46720
585,46800
586,46880
587,46960
588,47040
589,47120
590,47200
591,47280
592,47360
593,47440
594,47520
595,47600
596,47680
597,47760
598,47840
599,47920
600,48000
601,48080
602,48160
603,48240
604,48320
605,48400
606,48480
607,48560
608,48640
609,48720
610,48800
611,48880
612,48960
613,49040
614,49120
615,49200
616,49280
617,49360
618,49440
619,49520
620,49600
621,49680
622,49760
623,49840
624,49920
625,50000
626,50080
627,50160
628,50240
629,50320
630,50400
631,50480
632,50560
633,50640
634,50720
635,50800
636,50880
637,50960
638,51040
639,51120
640,51200
641,51280
642,51360
643,51440
644,51520
645,51600
646,51680
647,51760
648,51840
649,51920
650,52000
651,52080
652,52160
653,52240
654,52320
655,52400
656,52480
657,52560
658,52640
659,52720
660,52800
661,52880
662,52960
663,53040
664,53120
665,53200
666,53280
667,53360
668,53440
669,53520
670,53600
671,53680
672,53760
673,53840
674,53920
675,54000
676,54080
677,54160
678,54240
679,54320
680,54400
681,54480
682,54560
683,54640
684,54720
685,54800
686,54880
687,54960
688,55040
689,55120
690,55200
691,55280
692,55360
693,55440
694,55520
695,55600
696,55680
697,55760
698,55840
699,55920
700,56000
701,56080
702,56160
703,56240
704,56320
705,56400
706,56480
707,56560
708,56640
709,56720
710,56800
711,56880
712,56960
713,57040
714,57120
715,57200
716,57280
717,57360
718,57440
719,57520
720,57600
721,57680
722,57760
723,57840
724,57920
725,58000
726,58080
727,58160
728,58240
729,58320
730,58400
731,58480
732,58560
733,58640
734,58720
735,58800
736,58880
737,58960
738,59040
739,59120
740,59200
741,59280
742,59360
743,59440
744,59520
745,59600
746,59680
747,59760
748,59840
749,59920
750,60000
751,60080
752,60160
753,60240
754,60320
755,60400
756,60480
757,60560
758,60640
759,60720
760,60800
761,60880
762,60960
763,61040
764,61120
765,61200
766,61280
767,61360
768,61440
769,61520
770,61600
771,61680
772,61760
773,61840
774,61920
775,62000
776,62080
777,62160
778,62240
779,62320
780,62400
781,62480
782,62560
783,62640
784,62720
785,62800
786,62880
787,62960
788,63040
789,63120
790,63200
791,63280
792,63360
793,63440
794,63520
795,63600
796,63680
797,63760
798,63840
799,63920
800,64000
801,64080
802,64160
803,64240
804,64320
805,64400
806,64480
807,64560
808,64640
809,64720
810,64800
811,64880
812,64960
813,65040
814,65120
815,65200
816,65280
817,65360
818,65440
819,65520
820,65600
821,65680
822,65760
823,65840
824,65920
825,66000
826,66080
827,66160
828,66240
829,66320
830,66400
831,66480
832,66560
833,66640
834,66720
835,66800
836,66880
837,66960
838,67040
839,67120
840,67200
841,67280
842,67360
843,67440
844,67520
845,67600
846,67680
847,67760
848,67840
849,67920
850,68000
851,68080
852,68160
853,68240
854,68320
855,68400
856,68480
857,68560
858,68640
859,68720
860,68800
861,68880
862,68960
863,69040
864,69120
865,69200
866,69280
867,69360
868,69440
869,69520
870,69600
871,69680
872,69760
873,69840
874,69920
875,70000
876,70080
877,70160
878,70240
879,70320
880,70400
881,70480
882,70560
883,70640
884,70720
885,70800
886,70880
887,70960
888,71040
889,71120
890,71200
891,71280
892,71360
893,71440
894,71520
895,71600
896,71680
897,71760
898,71840
899,71920
900,72000
901,72080
902,72160
903,72240
904,72320
905,72400
906,72480
907,72560
908,72640
909,72720
910,72800
911,72880
912,72960
913,73040
914,73120
915,73200
916,73280
917,73360
918,73440
919,73520
920,73600
921,73680
922,73760
923,73840
924,73920
925,74000
926,74080
927,74160
928,74240
929,74320
930,74400
931,74480
932,74560
933,74640
934,74720
935,74800
936,74880
937,74960
938,75040
939,75120
940,75200
941,75280
942,75360
943,75440
944,75520
945,75600
946,75680
947,75760
948,75840
949,75920
950,76000
951,76080
952,76160
953,76240
954,76320
955,76400
956,76480
957,76560
958,76640
959,76720
960,76800
961,76880
962,76960
963,77040
964,77120
965,77200
966,77280
967,77360
968,77440
969,77520
970,77600
971,77680
972,77760
973,77840
974,77920
975,78000
976,78080
977,78160
978,78240
979,78320
980,78400
981,78480
982,78560
983,78640
984,78720
985,78800
986,78880
987,78960
988,79040
989,79120
990,79200
991,79280
992,79360
993,79440
994,79520
995,79600
996,79680
997,79760
998,79840
999,79920
1000,80000
1001,80080
1002,80160
1003,80240
1004,80320
1005,80400
1006,80480
1007,80560
1008,80640
1009,80720
1010,80800
1011,80880
1012,80960
1013,81040
1014,81120
1015,81200
1016,81280
1017,81360
1018,81440
1019,81520
1020,81600
1021,81680
1022,81760
1023,81840
1024,81920
